NO,NO2,NOx,NH3,CO,SO2
104.68,13.94,95.21,28.97,2.65,18.18
40.98,19.43,52.87,24.17,2.41,17.89
83.98,8.95,44.66,20.63,1.53,42.91
9.45,6.37,13.19,5.99,0,35.87
9.61,6.27,13.33,6,0,27.64
14.91,4.61,16.96,6.36,0.43,24.15
15.83,2.34,17.61,6.49,1.42,18.36
15.52,2.58,18.1,6.55,1.9,19.73
14.82,3.56,16.79,6.39,1.08,23.78
27.84,5.91,22.59,6.77,0.01,22.89
33.69,5.52,23.7,6.86,0.02,19.06
25.62,4.38,37.14,13.68,0.04,20.63
9.05,6.44,13.11,5.97,0.81,19.32
18.18,1.4,19.57,6.71,2.08,19.59
20.48,0.53,20.86,6.82,1.88,23.58
22.47,0.15,21.96,6.93,1.62,31.4
18.83,1.48,19.92,6.75,1.78,28.1
20.45,0.56,20.83,6.83,1.16,30.04
22.89,0.34,22.18,6.96,1.21,30.7
23.12,0.43,22.3,6.98,1.5,32.57
21.49,0.32,21.42,6.88,1.92,26.37
51.52,0.25,37.78,9.96,2.96,26.82
22.67,0.33,22.04,6.94,2.22,29.56
23.27,0.1,22.4,6.98,2.08,28.86
24.03,0.09,22.83,7.02,1.84,25.13
25.19,0.02,23.45,7.09,1.86,18.29
23.94,0.2,22.75,7.02,2.28,19.83
22.05,1.02,21.71,6.89,2.17,17.16
21.94,0.96,21.65,6.89,1.87,14.11
23.1,0.82,22.29,6.94,2.87,16.98
22.26,0.9,21.79,6.91,2.9,16.37
21.84,0.97,21.56,6.88,2.54,13.65
22.92,0.92,22.16,6.94,2.4,12.7
24.14,0.56,22.82,7,2.03,10.72
21.09,1.51,21.11,6.84,1.87,8.63
22.66,1.06,21.99,6.93,1.8,8.81
23.74,0.46,22.6,6.99,1.97,7.99
23.65,0.66,22.52,6.97,2.54,10.19
24.29,0.78,22.88,7.01,2.64,12.53
25.93,0.5,23.81,7.09,3.06,15.19
30.76,0.7,26.48,7.81,2.94,18.32
17.08,5.33,17.26,6.4,3.04,16.3
27.81,7.19,23.3,6.82,3.71,17.09
8.3,6.8,12.66,5.92,3.52,15.37
9.23,6.76,12.62,5.92,3.3,12.71
9.13,6.64,12.82,5.94,3.04,11.44
7.96,6.02,13.61,6.01,3.63,14.6
8.33,5.73,13.98,6.05,3.2,17.37
8.8,5.94,13.73,6.03,3.25,18.03
8.8,6.47,13.03,5.96,3.73,24.76
7.82,6.14,13.42,6,4.74,36.42
9.04,5.82,13.86,6.04,4.25,32.94
10.25,4.88,15.1,6.18,4.07,32.26
10.8,4.94,15.39,6.22,4.07,32.54
11.55,5.19,15.81,6.26,4.16,33.8
13.35,5.46,16.8,6.36,4.23,34.22
14.49,5.92,17.43,6.42,3.33,22.56
14.16,5.44,17.25,6.39,3.55,22.34
11.72,5.93,15.27,6.19,3.51,27.72
10.75,4.75,15.34,6.19,2.29,21.12
11,5.06,9.54,5.88,1.77,30.61
29.87,6.78,26.48,7.17,1.79,40.84
20.1,1.65,20.62,6.79,2.09,28.25
20.27,0.51,20.72,6.81,2.2,30.04
22.2,0.14,21.77,6.91,2.47,30.65
23.55,0.03,22.54,6.98,2.34,31.05
24.13,0.07,22.83,7.03,1.81,28.6
25.3,0.25,23.53,7.08,1.7,21.85
34.05,0.14,34.79,8.09,1.56,20.34
31.82,3.79,27.05,7.44,2.81,19.88
27.43,11.36,25.68,7.27,3.05,28.25
27.23,6.71,33.94,7.75,3.09,27.9
34.48,5.96,43.86,8.75,3.1,29.47
29.24,5.8,35.04,7.86,3.16,29.29
32.43,6.32,43.46,8.57,4.11,32.33
24,8.04,32.04,7.52,2.11,33.75
24.06,8,32.06,7.54,1,30.19
26.27,7.01,33.28,7.65,0.93,28.88
23.77,8.1,31.87,7.52,1.23,29.22
23.92,8.06,31.98,7.51,1.25,30.49
25.44,7.38,32.83,7.59,1.85,32.51
25.66,7.28,32.94,7.61,0.99,30.33
24.74,7.69,32.43,7.57,0.61,27.01
25.35,7.43,32.78,7.58,0.72,27.73
26.01,7.12,33.13,7.61,0.96,27.3
27.27,6.55,33.82,7.69,1.32,28.63
27.03,6.68,33.71,7.68,1.02,28.31
27.52,6.47,33.99,7.7,0.99,27.51
20.17,11.4,27.33,7.01,1.26,27.49
11.89,16.39,20.89,6.36,1.2,27.3
14.35,16.09,21.29,6.38,0.95,26.22
12.68,16.03,21.33,6.39,1.21,25.82
16.18,15.4,22.08,6.46,0.93,24.98
13.31,15.27,22.27,6.49,0.73,24.02
14.92,15.79,21.64,6.42,0.81,23.31
13.99,16.1,21.2,6.38,1.43,25.91
24.21,15.58,22.51,6.92,1.55,27.7
13.82,15.61,21.8,6.43,1.37,25.03
14.22,14.97,22.56,6.52,1.72,25.19
48.38,15.28,47.38,11.27,1.27,25.47
60.92,15.44,31.38,16.99,1.41,25.18
13.05,15.03,22.48,6.49,1.58,24.08
17.14,16.46,26.12,6.87,1.71,25.01
11.42,15.44,22,6.45,1.56,25.61
20.54,9.91,29.19,7.22,1.25,35.43
28.87,17.09,31.13,7.35,1.64,39.09
3.53,18.56,18.07,6.05,1.65,26.92
44.97,17.6,41.2,11.3,1.35,28.13
3.9,18.22,18.5,6.1,1.72,25.43
4.08,18.35,18.4,6.07,1.38,24.38
4.3,18.33,18.42,6.08,1.16,23.6
4.53,17.63,19.17,6.16,1.18,22.86
24.87,16.86,27.3,6.49,1.9,24.38
8.31,15.89,21.55,6.42,1.39,21.74
6.3,16.24,21.1,6.36,1.21,21.31
24.95,15.82,49.26,11.45,1.27,22.88
14.04,13.18,25.14,6.81,1.21,21.3
37.83,12.51,76.66,16.56,1.94,27.54
14.33,13.43,24.81,6.76,1.8,24.9
8.11,14.86,22.93,6.57,1.58,23.51
19.64,14.18,28.65,7.54,1.71,24.19
10.94,13.78,24.24,6.69,2.07,25.58
10.74,13.67,24.31,6.7,2.09,26.12
14.32,12.38,25.93,6.85,1.79,25.03
11.48,13.54,24.41,6.7,1.86,26.36
35.94,11.91,38.64,8.08,1.66,26.57
10.67,14.01,24.02,6.68,1.91,26.15
13.69,12.98,25.27,6.81,2.14,26.65
14.3,12.44,25.98,6.87,1.49,23.37
36.53,12.66,33.71,8.56,1.5,23.62
14.29,13.18,24.94,6.79,0.2,23.67
15.37,11.6,26.97,6.98,0,23.16
17.12,10.82,27.94,7.08,0,23.15
17.17,10.81,27.98,7.07,0,23.36
21.85,8.82,30.64,7.38,0,49.73
19.86,9.74,29.38,7.24,0,44.86
17.29,10.75,28.04,7.08,0,31.51
29.58,7.14,34.99,7.79,0,26.1
40.61,10.26,41.1,8.07,0.67,24.84
12.47,12.84,25.25,6.79,0.62,22.44
20.69,9.27,29.95,7.29,0.76,23.56
30.49,12.25,34.88,8.34,0.83,24.39
18.77,10.15,28.92,7.21,1.31,31.14
16.74,12.15,26.14,6.88,0.93,31.38
27.74,9.84,67.77,10.35,0.97,25.72
11.5,13.47,24.32,6.68,1.91,27.49
69.32,9.47,55.91,19.19,1.09,25.55
19.63,9.68,29.31,7.21,0.95,23.83
20.23,9.42,29.66,7.25,1.18,25.43
15.97,11.28,27.13,6.98,0.87,22.79
26.99,10.53,30.02,7.24,0.87,21.59
37.02,3.88,39.08,8.23,0.92,24.52
41.33,4.48,41.42,8.46,1.05,24.41
22.26,8.51,30.73,7.36,1.03,22.96
32.5,8.58,39.41,8.4,1.12,23.17
30.75,6.66,35.43,7.86,1,23.26
52.64,3.05,87,16.62,1.42,24.47
23.39,10.41,31.46,7.37,1.83,26.05
37.06,9.75,39.66,8.05,1.77,26.29
15.85,12.19,26.68,6.94,1.49,26.91
22.66,8.52,31.16,7.44,1.24,25.12
35.66,3.2,38.39,8.2,1.5,26.89
26.5,6.77,33.27,7.65,1.57,25.53
57.53,5.48,53.79,10.37,1.51,24.54
27.05,6.48,33.53,7.69,1.45,25.07
49.51,6.6,38.96,15.17,1.56,26.7
27.15,6.43,33.58,7.68,1.17,25
25.82,7.01,32.83,7.59,0.97,23.26
33.55,6.12,37.17,8.04,0.97,24.88
39.81,5.37,47.07,9.42,1.04,23.97
25.84,7.01,32.85,7.61,1.08,22.56
45.17,6.97,34.79,9.79,1.37,23.95
25.03,7.4,32.42,7.56,1.88,25.64
27.4,6.35,33.75,7.69,1.63,25.7
30.06,5.15,35.21,7.82,1.62,26.38
27.63,7.14,33.9,7.7,0.88,27.14
37.72,6,40.15,8.19,0.75,28.29
41.49,5.62,46.81,8.74,1.53,27.6
33.16,5.13,54.65,9.7,2.08,29.35
33.87,3.42,37.29,8.06,1.59,29.07
30.41,5.53,35.46,7.86,1.67,29.21
28.84,5.71,34.54,7.78,1.87,30.3
30.53,4.91,35.44,7.86,1.61,31.23
31.42,4.52,35.93,7.92,1.41,31.64
28.91,5.64,34.56,7.78,1.35,31.65
32.63,6.51,36.78,7.96,1.44,32.02
28.36,5.9,34.25,7.74,1.63,32.92
55.81,4.72,46.63,19.74,1.67,34.62
30.31,5.03,35.34,7.85,1.55,33.42
34.18,3.27,37.45,8.06,1.64,33.14
38.93,1.88,42.42,9.43,1.99,33.98
60.6,1.96,50.87,10.53,1.91,34.76
62.2,1.3,54.73,9.45,1.77,33.78
45.05,1.68,43.59,8.66,1.34,33.66
54.34,3.28,48.54,9.63,1.28,34
49.06,0.63,45.63,8.89,1.19,34.16
47.67,1.57,44.88,8.81,1.21,33.57
30.12,7.21,35.01,7.77,1.29,34.15
40.48,8.7,38.69,8.86,1.61,35.14
36.53,9.75,38.85,8.09,1.7,35.14
23.92,7.89,31.65,7.42,1.51,35.31
24.65,9.11,31.99,7.47,1.73,35.69
25.02,8.67,32.21,7.49,1.47,35.23
23.18,9.02,31.22,7.4,1.38,34.89
20.67,9.22,29.89,7.27,1.43,36.37
18,10.5,28.36,7.09,1.47,37.2
16.56,10.94,27.49,7,1.81,37.47
18.03,10.31,28.34,7.09,1.82,37.9
18.5,10.09,28.59,7.1,1.56,37.65
15.19,11.57,26.74,6.92,1.7,37.79
32.94,6.3,36.78,7.95,1.82,37.34
47.26,0.21,44.81,8.8,1.92,42.11
41.56,3.19,41.55,8.45,1.66,43.81
22.56,8.45,30.81,7.34,1.64,43
20.62,9.1,29.72,7.23,2.08,41.04
24.06,7.59,31.65,7.43,1.93,40.27
25.59,6.94,32.5,7.5,2.13,39.46
25.27,7.28,32.35,7.48,2.11,40.14
34.7,9.68,38.26,8.2,1.99,40.02
18.25,10.2,28.45,7.09,2.12,39.72
20.88,8.98,29.86,7.23,2.11,40
23.53,7.81,31.33,7.39,2.31,40.78
27.59,8.12,33.53,10.28,2.23,41.57
20.11,9.34,29.46,7.21,1.83,40.44
23.31,8.31,31.24,7.37,1.8,40.1
25.9,6.85,32.68,7.53,2.14,40.15
42.07,7.19,42.13,8.35,2.2,40.07
27.23,6.7,33.44,7.6,2.66,40.38
27.67,6.67,33.62,7.62,2.77,40.82
28.75,6.61,34.23,7.68,2.42,40.91
27,7.78,33.22,7.58,2.1,41.32
20.56,9.1,29.65,7.22,2.62,42.39
21.41,8.73,30.15,7.27,2.41,42.79
28.16,8.2,34.01,7.62,2.19,43.25
35.66,5.37,38.15,8.12,1.26,46.89
53.49,3.07,48.3,9.18,0.36,50.6
63.63,3.79,55.48,16.02,0.89,28.68
33.27,4.19,36.99,8,1.21,16.49
31.78,4.34,36.07,7.91,1.56,63.23
26.09,7.61,32.81,7.57,1.31,51.39
44.8,0.69,43.31,8.66,1.39,12.1
42.97,7.03,48.64,9.07,1.34,9.21
23.47,8.28,31.31,7.37,0.96,25.88
27.14,9.28,33.54,7.6,1.04,20.9
25.97,8.05,32.95,7.57,1.18,23.39
22.48,8.45,30.93,7.38,1.03,36.23
40.31,6.79,41.69,8.29,1.24,31.3
40.44,6.38,40.75,8.36,1.06,20.39
30.97,5.69,35.6,7.86,1.09,10.59
22.3,9.61,30.88,7.39,1.39,8.71
22.82,8.36,31.17,7.41,1.2,7.27
23,8.24,31.25,7.43,1.12,5.2
22.52,8.74,30.99,7.41,0.86,2.13
38.62,8.53,50.22,15.1,0.93,2.36
20.31,9.36,29.66,7.25,0.86,1.87
54.81,8.24,47.05,10.54,1.04,1.73
39.76,1.13,40.61,8.4,1.15,2.47
76.8,1.28,58.22,14.49,1.24,2.92
37.28,1.98,39.26,8.26,1.05,1.99
39.83,0.86,40.64,8.4,1,2.39
57.95,10.93,13.54,7.98,0.92,5.85
58.38,6,38.76,9.01,1.67,64.33
37.68,3.1,39.47,8.28,0.35,44.33
40.78,2.61,41.14,8.44,0.54,34.56
40.32,2.46,40.91,8.42,0.34,30.44
39.37,2.91,40.36,8.38,0.55,31.2
17.11,10.69,27.8,7.04,1.03,29.65
16.7,10.6,26.52,6.89,0.89,28.54
18.88,9.95,28.83,7.15,1.1,26.97
20.13,9.32,29.44,7.18,1.87,27.91
20.5,9.14,29.64,7.29,2.02,31.68
20.98,8.98,29.96,7.25,1.77,30.39
23.37,7.82,31.19,7.39,1.43,28.91
23.07,8.01,31.08,7.37,1.54,29.04
22.3,8.37,30.67,7.34,1.04,27.53
16.79,11.21,27.27,7.01,0.94,24.68
15.68,11.51,27.05,6.98,1.12,25.07
14.95,11.69,26.63,6.97,1.06,27.02
15.7,11.35,27.05,6.99,1.77,34.1
15.31,11.59,26.9,6.96,1.34,34.65
19.3,9.83,29.13,7.2,1.01,31.49
20.9,9.06,29.96,7.31,0.89,27.92
42.42,7.86,43.87,8.66,1.33,27.69
30.2,5.03,35.23,7.8,1.81,30.33
28.38,5.86,34.24,7.76,1.61,30.71
28.74,5.69,34.44,7.74,1.36,30.21
30.34,4.99,35.33,7.83,1.38,30.06
31.37,4.49,35.87,7.9,1.76,30.56
32.64,3.86,36.5,7.98,2.2,31.8
32.31,4.11,36.42,7.93,2.7,33.75
33.66,3.39,37.05,8.04,2.84,35.07
34.83,2.89,37.72,8.1,2.94,36.3
38,2.2,39.48,8.26,2.74,35.03
38.52,1.93,39.85,8.32,2.5,35.68
39.67,1.78,40.53,8.37,2.17,35.67
41.82,1.21,41.62,8.49,2.11,36.43
39.71,1.9,40.38,8.35,1.68,36.34
36.81,2.05,38.86,8.19,1.15,35.36
36.26,2.31,38.54,8.16,1.12,34.5
21.85,6.51,28.35,7.05,1.69,35.23
5.19,10.43,14.38,5.46,1.7,38.71
5.68,10.2,14.74,5.51,1.86,39.08
4.63,10.76,14.03,5.44,2.24,39.07
6.58,9.3,15.88,5.63,2.2,39.02
6.99,9.1,16.09,5.65,2.33,38.63
8.44,8.44,16.88,5.72,1.95,39.07
10.25,8.1,17.85,5.85,2.3,42.04
5.82,9.92,15.1,5.54,2.02,39.54
5.99,9.57,15.54,5.58,1.41,39.11
7.47,8.87,16.35,5.68,1.87,39.22
7.77,8.74,16.51,5.7,2.11,40.03
12.01,7.84,18.86,5.94,2.54,40.32
4.45,5.5,9.5,2.8,0.72,15.32
117.8,13.73,71.58,11.12,1.96,28.06
246.66,28.59,228.96,33.43,1.4,37.86
215.42,33.72,195.69,38.13,1.02,44.8
161.94,41.18,152.3,41.73,0.99,36.63
196.8,39.88,207.65,45.47,1.57,30.74
25.41,34.66,48.64,24.18,2.19,2.91
24.04,30.37,50.14,45.94,0.17,8.5
23.83,28.8,35.56,6.04,1.15,22.78
2.28,26.65,6.31,1.62,2.53,32.39
3,24.71,8.47,1.91,2.29,30.12
4.74,18.48,16.79,2.79,2.49,36.3
0.78,18.97,16.05,2.72,1.99,32.83
0.75,18.83,16.46,2.74,1.74,29.78
17.62,17.6,24.59,3.16,1.54,22.02
3.67,17.69,17.71,2.89,1.39,25.63
0.44,21.55,12.71,2.39,1.46,2.5
2.47,22.36,11.59,2.27,1.71,1.67
1.59,22.18,11.8,2.31,2.01,2.37
1.43,22.55,11.27,2.26,2.07,2.54
178.12,25.1,69.59,15.64,2.12,5.97
13.18,19.38,11.5,1.71,0.73,25.32
8.25,10.45,17.91,1.61,1.29,19.29
5.63,11.25,16.88,1.5,1.27,16.61
5.51,11.27,16.77,1.49,1.46,15.52
6.32,10.93,17.21,1.54,1.71,14.59
8.21,10.1,18.32,1.64,1.31,13.24
11.35,8.77,20.12,1.82,1.17,11.71
11.55,8.67,20.2,1.84,1.35,10.61
14.12,7.6,21.72,1.99,1.43,9.89
19.21,7.29,19,1.78,1.45,10.28
17.18,4.56,16.38,1.82,1.71,16.28
6.51,5.71,12.21,1.27,1.98,28.96
8.91,5.71,30.93,2.85,1.82,13.53
7.85,5.15,13,1.35,1.02,12.29
8.89,4.68,13.57,1.41,1.37,11.08
10.15,4.13,14.29,1.48,1.57,10.85
9.04,5.44,12.55,1.31,1.68,10.63
27.94,6.24,23.08,2.35,0.19,11.21
7.17,5.44,12.55,1.31,0.08,10.53
6.63,5.71,12.24,1.27,0,9.74
7.58,5.24,12.82,1.34,0.65,11.75
8.62,4.82,13.44,1.4,2.16,11.93
32.38,6.47,36.33,15.03,2.3,9.33
7.85,2.25,10.1,2.06,1.01,1.66
5.4,2.94,8.34,1.82,1.15,1.28
3.75,3.4,7.11,1.67,1.13,0.74
20.27,5.97,20.82,1.91,1.67,25.91
6.5,6.26,11.86,1.22,2.04,33.52
17.77,6.59,17.76,1.68,1.92,31.01
4.81,8.43,8.36,0.89,1.73,26.86
6.84,5.59,12.43,1.28,1.72,28.01
6.7,5.61,12.31,1.29,1.8,27.68
13.2,4.98,16.16,1.62,2.07,29
9.52,4.76,13.42,1.4,1.97,29.09
11.14,5.05,14.27,1.47,1.99,40.37
13.66,4.94,16.04,1.62,2.09,51.95
6.72,5.65,12.34,1.28,1.86,49.87
8.05,5.04,13.09,1.36,0.92,36.57
9.2,4.55,13.75,1.43,1.11,29.07
8.69,4.76,13.45,1.4,1.63,29.1
10.22,4.13,14.34,1.49,1.74,35.62
11.6,3.55,15.12,1.56,1.28,35.28
10.53,4,14.5,1.5,1.46,28.14
9.33,4.49,13.82,1.43,2.15,33.57
10.55,4.01,14.42,1.49,2.05,37.65
18.42,3.75,19.19,1.91,1.89,40.09
11.21,3.68,14.87,1.54,2.02,43.74
16.14,4.18,26.32,2.45,2.1,46.64
9.68,4.33,14.01,1.45,1.41,48.01
28.47,3.77,30.86,2.84,1.45,52.31
15.83,3.27,17.61,1.78,1.09,50.27
123.37,4.46,125.74,12.33,1.09,47.91
12.87,3.31,15.83,1.63,1.27,46.79
12.25,4.01,15.48,1.58,1.68,45.85
13.14,3.75,15.94,1.65,1.75,38.2
14.2,3.53,16.56,1.71,1.41,34.41
16.37,4.2,17.81,1.83,1.12,68.67
13.06,6.67,15.39,3.35,1.3,66.04
15.91,12.44,15.51,7.1,1.36,73.67
0.45,13.15,10.78,6.74,1.15,57.9
84.09,4.41,42.22,15.79,3.36,20.48
25.63,4.88,11.02,14.07,3.01,16.57
27.92,4.64,8.29,13.76,1.81,4.95
1.32,5.45,0.31,13.07,1.68,2.1
1.04,5.64,0.21,13.05,2.28,0.41
150.78,5.79,3.98,13.38,2.59,0.01
82.19,3.81,39.05,23.23,1.96,3.14
23.07,9.83,13.88,11.45,1.9,68.72
7.32,21.02,26.32,3.16,2.04,52.14
6.01,20.71,26.72,3.2,1.93,2.01
2.08,8.78,6.33,2.97,1.03,3.44
2.45,5.99,5.17,2.85,0.97,3.44
2.14,8.17,6.06,2.5,1.13,2.91
1.96,6.39,4.98,2.39,0.97,4.15
1.91,4.43,3.89,2.22,0.97,3.74
1.09,1.96,1,2.22,0.23,1.86
0.99,1.49,0.48,2.23,0.16,3.49
0.69,4.31,0.83,2.5,0.16,2.07
0.82,5.03,0.97,2.84,0.18,2.11
1.36,5.51,1.18,3.13,0.19,2.21
1.13,3.42,0.68,2.73,0.14,2.17
0.97,4.91,1.56,2.65,0.25,2.15
0.92,3.03,0.99,3.06,0.19,2.16
0.87,5.41,1.8,3.15,0.3,2.24
1.59,8.87,2.91,2.34,0.45,4.38
0.95,3.12,0.1,2.35,0.02,2.6
1.62,6.55,0.6,2.77,0.12,1.51
1.62,10.85,1.41,4.33,0.2,2.53
1,3.2,0.1,4.13,0.02,2.35
1.1,4.05,0.13,4.74,0.03,2.1
1.76,8.44,5.92,4.06,1.15,3.77
2.02,7.14,5.43,4.15,1.06,2.76
1.93,8.94,6.32,4.36,1.12,4.25
1.93,10.28,7.04,4.86,1.18,3.45
1.94,9.8,6.78,4.21,1.31,4.07
2.04,6.54,5.13,4.03,1.05,4.12
1.89,12.03,7.88,4.04,1.24,3.64
1.94,11.58,7.73,4,1.11,4.55
1.94,14.55,9.29,4.06,1.27,5.68
2.02,10.9,7.43,4.03,1.11,3.63
1.93,12.12,8.01,3.8,1.27,3.75
2.07,9.55,6.76,4.18,1.16,5.03
1.97,10.23,7.04,6.27,1.25,3.97
1.95,15.04,9.57,5.93,1.45,4.82
2,13.97,9.06,6.2,1.21,5.2
2.06,12.42,8.28,6.47,1.23,3.92
1.9,14.55,9.24,4.84,1.23,4.87
1.91,13.2,8.57,4.17,1.25,6.18
1.95,10.77,7.32,3.82,1.33,3.6
2,6.98,5.33,3.68,1.13,3.1
1.83,9.87,6.73,4.08,1.16,4.69
2.02,9.95,6.92,5.17,1.08,4.99
1.79,12.26,7.9,4.46,1.28,3.12
1.89,13.04,8.42,4.85,1.31,5.1
1.96,12.84,8.4,5.1,1.28,4.89
2.03,17.42,10.9,5.07,1.61,4.79
1.98,10.95,7.43,5.5,1.33,3.84
1.92,13.9,8.96,5.43,1.33,4.65
1.87,13.53,8.6,4.63,1.43,3.41
1.9,8.82,6.23,4.19,1.23,1.52
2,4.08,3.79,4.77,0.97,3.02
2.01,6.78,5.23,4.23,0.92,2.93
2.02,8.07,5.93,3.99,1.08,4.19
1.98,9.14,6.47,3.64,1.22,3.92
2.04,7.84,5.83,3.81,1.26,4.96
2.08,12.47,8.33,11.35,1.58,4.49
1.92,5.31,4.38,11.16,1.31,1.45
1.87,5.57,4.48,12.28,1.21,4.71
2.04,5.73,4.7,10.85,1.26,4.33
1.97,6.12,4.77,8.9,1.31,3.96
1.9,6.2,4.79,7.31,1.37,3.64
2.05,6.38,4.97,7.4,1.3,3.43
1.97,8.35,6.01,8.03,1.4,3.99
1.95,8.08,5.85,8.01,1.59,5.33
2.27,8.52,6.2,7.14,1.26,3.07
1.99,7.28,5.38,6.56,1.23,3.38
2.05,6.68,5.17,6.14,1.25,4.12
2.15,5.55,4.64,6.16,1.3,4.54
2.19,5.68,4.7,6.6,1.15,3.96
2.24,4.42,4.16,6.23,1.27,5.13
2.24,5.42,4.65,6.11,1.16,3.44
2.27,3.96,3.93,5.83,1.31,4.1
2.31,4.35,4.2,5.38,1,5.42
2.33,3.86,3.95,5.05,1.07,3.39
2.21,7.01,4.26,9.86,1.31,3.44
1.83,9.64,6.49,10.06,1.38,3.89
1.92,9.2,6.41,9.19,1.36,3.89
1.91,11.28,7.53,9.12,1.2,3.38
1.94,10.86,7.23,10.6,1.42,4.14
1.94,6.57,5.08,9.57,1.19,4.32
1.88,8.79,6.13,8.34,1.28,3.51
1.96,7.51,5.59,9.27,1.32,3.29
1.89,10.46,7.11,11.36,1.36,6.04
1.94,16.88,10.52,9.93,1.4,5.21
1.98,15.1,9.62,11.15,1.32,7.36
1.92,16.16,10.12,11.25,1.32,8.37
1.9,10.07,6.9,10.54,1.27,6.67
1.98,17.84,10.93,10.15,1.69,6.81
1.89,18.3,11.15,11.01,1.55,6.16
1.83,15.68,9.77,10.88,1.58,7.43
1.89,15.84,9.68,7.89,1.57,5.36
1.87,15.32,9.51,7.09,1.59,4.72
1.88,14.84,9.35,7.43,1.58,5.48
1.91,10.5,7.08,6.23,1.25,4.52
1.88,15.14,9.49,6.37,1.58,6.34
1.79,17.55,10.75,6.73,1.54,5.81
1.94,15.92,10.02,7.53,1.6,7.96
1.84,14.03,8.88,9.28,1.56,5.14
1.92,16.13,10.15,9.1,1.4,8.08
1.94,18.91,11.55,9.12,1.47,8.59
1.93,12.51,8.2,10.24,1.48,7.23
1.84,17.52,10.76,9.42,1.8,5.24
1.92,16.8,9.58,8.35,1.68,6.63
1.7,13.4,8.48,9.33,1.17,5.65
1.54,11.85,7.51,7.65,0.91,5.66
1.69,14.22,8.92,6.62,0.89,7.52
1.67,11.75,7.61,7.78,0.88,9.01
1.67,13.8,8.7,6.94,0.92,6.7
1.76,16.42,10.13,5.49,1.18,6.18
1.75,12.11,7.84,6.18,0.92,4.95
1.78,14.05,8.93,5.91,1.16,7.95
1.82,9.16,6.26,5.89,1.14,5.4
1.91,21.42,5.83,3.97,1.06,6.28
1.65,16.6,10.17,8.29,0.96,8.15
1.69,12.04,7.77,7.38,0.9,7.65
1.67,12.09,7.76,6.82,0.94,7.87
1.71,11.41,7.45,5.81,0.91,7.27
1.79,11.18,7.41,4.84,0.94,4.22
1.66,14.71,9.07,4.22,0.89,5.42
1.81,15.58,9.72,4.92,0.95,6.25
1.83,12.29,7.92,5.96,0.95,3.92
1.82,20.97,12.65,5.38,0.88,4.78
1.77,21.56,11.58,5.45,1.05,27.65
1.72,19.57,11.81,8.94,0.94,6.77
1.71,18.51,11.2,8.47,0.93,6.77
1.67,20.75,12.31,7.17,1.08,5.26
1.57,20.96,12.37,6.63,1.04,4.7
1.65,18.84,11.31,6.34,1.14,7.58
1.79,14.43,9.13,6.59,0.91,7.27
1.69,19.02,11.44,7.78,1.03,7.37
1.56,19.72,11.74,7.37,1.09,7.71
1.68,20.39,12.2,7.39,1.07,6.9
1.67,17.82,10.8,7.27,0.88,9.69
1.69,20.09,12.02,6.86,0.98,8.05
1.63,18.48,11.06,8.57,1.02,8.96
1.6,15.64,9.58,8.06,1.04,8.59
1.7,15.34,9.49,7.58,0.87,7.94
1.69,16.4,10.1,6.49,0.9,8.48
1.59,15.53,9.56,6.34,1.02,6.84
1.68,13.31,8.43,5.54,1.06,7.48
1.71,13.26,8.42,5.51,0.96,10.33
1.69,13.21,8.38,6.03,0.96,8.62
1.62,13.94,8.7,7.11,1.05,8.75
1.62,13.27,8.35,6.97,1.05,7.85
1.62,14.89,9.23,6.99,1.08,7.87
1.64,15.59,9.61,5.51,1.12,5.89
1.65,11.94,7.44,6.04,1.1,8.26
1.64,15.05,9.29,5.68,1.04,9.76
1.73,16.69,10.29,5.21,0.98,14.94
1.66,15.94,9.79,4.27,1.18,10.69
1.63,15.51,9.43,3.63,1.22,4.27
1.55,11.66,7.47,4.69,0.94,5.86
1.65,8.65,5.92,4.97,0.76,4.85
1.57,8.18,5.45,5.47,1,4.3
1.71,11.64,7.5,5.31,0.87,5.38
1.63,13.71,8.61,3.66,1,4.79
1.56,13.36,8.26,4.15,1.15,6.05
1.74,15.58,9.7,5.47,1.18,5.52
1.66,13.82,8.68,5.71,1.17,5.64
1.73,9.81,6.61,4.87,1.1,6.17
1.67,9.99,6.63,4.58,1.12,5.32
1.68,12.55,7.86,4.23,0.93,5.45
1.66,13.53,8.56,5.2,1.19,4.98
1.72,16.65,10.22,5.18,1.18,5.59
1.63,14.58,9.05,4.77,1.47,5.05
1.75,14.6,8.31,4.49,1.82,10.06
1.77,14.14,8.95,6.25,1.36,5.43
1.74,8.64,6.01,5.94,2.59,4.5
1.71,10.19,6.82,5.34,2.99,5.8
1.72,9.95,6.69,4.08,0.8,8.77
1.77,8.04,5.71,3.87,0.82,7.8
1.66,11.49,7.43,4.21,0.89,6.01
1.68,13.51,8.43,4.08,0.97,7.72
1.64,10.07,6.71,4.47,0.99,8.52
1.8,12.99,8.3,4.81,1.01,11.26
1.72,11.27,7.38,5.08,0.92,7.86
1.67,8.42,5.81,4.97,0.83,6.31
1.7,9.04,6.2,4.61,0.86,4.92
1.94,10.9,7.33,4.31,0.95,6.68
2.67,9.67,7.21,4.63,0.95,6.59
3.44,9.08,7.27,3.98,0.86,6.4
2.63,14.89,10.05,3.7,1.12,5.33
2.73,10.86,8,5.17,0.82,5.77
